Tweet_id,Name,Text,score
2524,MayWardCherries,laban Team HK FLYERS @MaywardHongKong may pa overtime pala.. buusshhaaakkkk ingat kayo mamaya sa paguwi.. uwian na sa may mga Curfew diyan.. hanap na kayo mga amo niyo.. hahahha @maymayentrata07 @Barber_Edward_ #HNKPagsilang Edward as Iking',1
2525,bellakuzmich,"""Para sa mga taong depressed and nakakaramdam ng overwhelming loneliness...and who\'s thinking of ending their lives, please don\'t"" -Juancho #IdolPhilippines",2
2526,29strawberryjam,Hindi naman ako nakapasok sa iwant.. Niubauyan! #HNKPagsilang Edward as Iking @maymayentrata07 @Barber_Edward_,5
2527,AkangJuly,pwede po mag-apply tagapunas ng pawis? #IdolPhilippines BoybandPH',1
2528,blmfy00,Ulol',2
2529,Lovelyg12859399,Tops4 saken sa wakas nasilayan din kita #HNKPagsilang Edward as Iking',1
2530,Photograpoor,Feel ko bagay kami ni janluis HAHAHAHAHAHAAHA #IdolPhilippines',2
2531,_maywardlt_,And tuwing nagigung paniki daw siya para siyang nagiging free... #HNKPagsilang',2.2
2532,isabelleeeev,Awww siya ata yung naiyak si Queen Regine Queen Regine #IdolPHRegineV',1
2533,AnalynReigRvf,Ayan nanaman ang tawa mo @reginevalcasid nakaka inlove #IdolPhilippines',4
2534,if_EVH3R,Ay ang ganda ni Queen Regine #IdolPHRegineV',5
2535,TeamKakanin,"""Did you play in school?"" ""Yes po."" HALA HAHAHAHAHAHAHAHHAHAHA SIRAULO KA MA! #IdolPhilippines #IdolPHJudgeVice'",2
2536,bennyyseerutoo_,PUCHA HAHAHAHAHHAA LT',3
2537,faith_smbll,Tots about marian ngayon lang kami naging close but hehehe lovee ko din yan hehehehehe cute niya ihhhh,1
2538,boni_pepa,@goal_digggger Paano kung paghiwalayin para tumagal ang batch at tumaas ang ratings both side? Huhuhahaha #PBB8GoldenCircles',2
2539,MW4LYF,Magandang twist sa kwento to. #HNKPagsilang Edward as Iking @maymayentrata07 @Barber_Edward_',1
2540,jheong658,@kyaah_M pasko ng pagkabuhay for us Catholics..nabuhay kasi ulet si Jesus.. ',3
2541,norlengss,Hahahaha that reaction ni Vice #IdolPhilippines',2
2542,dygn_twt,"ma-aaral ko na, yey'",3
2543,kwagoxx,NAKAKAGIGIL KA REGINE. ANG KYOOOTTT!! #IdolPHRegineV',4
2544,madel4,Happy easter sa mga chinese hater!,1.1
2545,iFairy_of_music,Hahaha hala grabe si Meme @vicegandako #IdolPhilippines',2.3
2546,Sphinx072789,@idolphilippines Ikaw na ang numero unong like ko sa idol Philippines ganda ganda #IdolPhilippines',1.1
2547,kdramamomshie,Dito ng start ang pagiging LOUDRE fan ako.. ',2.2
2548,jinaniieee,Pwede ng indorser hahahaha #iKONTVersary,2
2549,IamMrHarrison,Ganda talaga ni Meme Vice. @vicegandako #IdolPhilippines',1.1
2550,Honeycustodio01,@sunshinecruz718 @Only_Mayward Ang ganda po sana everyday na lang.. Nakakabitin kc eh.. #HNKPagsilang Edward as iking @Barber_Edward_ @maymayentrata07',5
2551,morenawins,"Hahahahahahaa nakakaloka si Kuya na cute hahahahaha Jusko, it s a no. JamesReid IdolPHPremiere #IdolPhilippines'",4
2552,itsjmac_,"b""Ako. I'll admit n I have anxiety. Sobrang hirap. Ang hirap tumakas. Pero totoo pla yun. Hanap lng ng makakapgdivert ng attention mo. Bukod kay God, hanapin mo yung makkapgpasaya sayo. Salamat sa pagiging comfort zone ko mga bebe @msKarinaB @AljonMendoza_ #EGGStraordinaryKARJON""",4.3
2553,yesitskerker,teka gulong gulo si james pati ako hahahaha JamesReid IdolPHPremiere #IdolPhilippines',5
2554,08songbird88,Yung mukha ni Queen @reginevalcasid ang cute hahaha doon tayo sa minsan! hahaha Queen Regine #IdolPHRegineV',4
2555,DalisaMayward,Woooohhhh gawin nang 500k tweets up! hahaha chaaar lng 4thspot and 10th spots #HNKPagsilang Edward as Iking Maymay as Sarah @maymayentrata07 @Barber_Edward_,2
2556,jaromarie,@mayedmiks sabay sabay naman ngayon hahaha..flyers daw eh kayang lumipad palipat-lipat hahaha #HNKPagsilang Edward as Iking',1
2557,lawrencex_,HAHAHAHAH #IdolPhilippines',3
2558,sibarAYraMnnA,@DreamscapePH Ang panghuhusga at paninira sa kapwa ay kailanman hindi magiging tama #HNKPagsilang | Edward as Iking @maymayentrata07 @Barber_Edward_',3
2559,WeLoveJaDine,"Laugh trip si Vice hahahaha. Wag ka magulo dyan, Baka tamaan katabi mo pag height usapan hahahaha. LOL JamesReid IdolPHPremiere #IdolPhilippines'",3.1
2560,lancecarrdavao9,"b""Possible na ang 8 na hindi ksama sa golden circles ang nominated? so ilang kya ang lalabas at mging house players na lng,bka double eviction, omg I'm so excited yet nervous. Lance you will be in the big 4,ska si Ashley #PBB8GoldenCircles""",4
2561,elizabe82690308,@danitiongsonjr Salamat po sir #HNKPagsilang',2
2562,JDnHart,Haha sumakit agad ulo ni Hayme JamesReid IdolPHPremiere #IdolPhilippines',3.3
2563,ira_angeless,FUCK HAHAHAHAHA',5
2564,rowsanmeyy,LT IDOL PH HAHAHAHAHAHAHHAAHHAHAHAHAHA',3
2565,Ashley_Lallaina,Nako HAHAHHA iiyak nanaman si Narcy niyan #CantGetOutStudioVersion',4
2566,kyrieejenner,hahaha oh jud',1
2567,amri15577865,Tama po kayo. Buhay na buhay ng dahil sa LouDre. #MBwithLouDreBukasNa @louyanong @itsdredesu',4
2568,davis_aireen,Convo w/ hubby Ako:xcited nko SA MB ugma Hubby: Kung papipiliin Kita Loudre oh ako? Ako: Both ( Tiningnan Lang nya ako w/ ) #MBwithLouDreBukasNa,2
2569,bobbyifaa,Dance practice kesukaan aq,5
2570,JaYf85040850,Okay ka lang kuya? Haha #IdolPhilippines',1.1
2571,heartheartjd,Anuyaaaaan Paps! HAHAHAHAHAHAHA JamesReid IdolPHPremiere #IdolPhilippines',3
2572,itsmemikoreyes,Shet! Nagulat ako! Flat na flat! Wahaha! Queen Regine #IdolPHRegineV',5
2573,HousesFairy,Kaloka si James at mata niya. Hahahaha. JamesReid IdolPHPremiere #IdolPhilippines',3
2574,lylelirasan,Pangit ng lighting #IdolPhilippines',3.3
2575,indigowr5,Waaahhhhh.. Kala ko super galing mo. @idolphilippines #IdolPhilippines',4.4
2576,KarjonNaTayoo,@kayebABAD @msKarinaB Ay wala ba ? charot hahaha mishu Kaye. #EGGStraordinaryKARJON',1.1
2577,DannyKyutie,SINO MAY EXTRA TV DIYAN PAKILBC SAKIN HAHAHAHAHAHAHHA POTEK GUSTO KO MANUOD SANA EH T.T #HNKPagsilang',2.2
2578,CTurnos,@aljonbentedos @AljonMendoza_ @msKarinaB Pti kilikili haha #EGGStraordinaryKARJON',1
2579,ZaynTahan,2,2
2580,Beauty04764113,@Sitti09197635 @Jassile23 @sunnysunday121 @Xam49643571 @AnSocias @OnealRhem @LagmanGeraldine @global_shaina @louniebunny @shockaq2 @nuggetvanilla @bechay28 @notario_ruby @GraceSeverino3 @nana_cheesecake @chikikayyyy @xy0811 @ofc_global @loudre_16 Hahaha hndi nman po tawa nga ng tawa skin kc first time ko tlga maging fan #MBwithLouDreBukasNa',3
2581,Bluebelle030611,Ahahahahaaaa anoyaaan #IdolPhilippines',1
2582,AyaYhim,@tampos88_richel @kuyaofcedward @maymayentrata07 @Barber_Edward_ @RosieCo52881925 pAALIS N KMI HUHU #HNKPagsilang',4
2583,lyrrehs27,Yung second contestant marunong lang kumanta pero waley hahaha Queen Regine #IdolPHRegineV',5
2584,yowitsjamess,Hala Tagalog ang song ni kuya! Goodluck papsh! Hahaha JamesReid IdolPHPremiere #IdolPhilippines',2
2585,iamannamazinggg,game ni kuya number two. game siya sa jokes ni vice. #IdolPhilippines',3
2586,Ria_Lustrielle,daw nag sakit ulo ni james haw JamesReid IdolPHPremiere #IdolPhilippines',1
2587,jhoyjerryl,Watching na po! ',5
2588,lourafil,KAKALOKA! #IdolPhilippines',4
2589,AyaYhim,@tampos88_richel @kuyaofcedward @maymayentrata07 @Barber_Edward_ @RosieCo52881925 pAALIS N KMI HUHU #HNKPagsilang',2
2590,sunnysunday121,@Sitti09197635 @Xam49643571 @Jassile23 @AnSocias @OnealRhem @LagmanGeraldine @global_shaina @louniebunny @shockaq2 @nuggetvanilla @bechay28 @notario_ruby @Beauty04764113 @GraceSeverino3 @nana_cheesecake @chikikayyyy @xy0811 @ofc_global @loudre_16 Hahahahah 4 points ka na po #MBwithLouDreBukasNa',2
2591,jadinethoughts,Sumakit ulo ni Papi hahahahahahahah JamesReid IdolPHPremiere #IdolPhilippines',4.4
2592,farrahopulencia,gwapo ng jaye wolf ko #IdolPhilippines',3.1
2593,0000forIDOLPH,Sakit ba sa ulo Judge James?? Hahahaha #IdolPhilippines',5
2594,SuperGirlTin,Hala #IdolPhilippines',1
2595,JeanLop94239645,@sunshinecruz718 @mwtrendsetter Aabangan ko to every Sunday #HNKPagsilang Edward as Iking',3.3
2596,MayWardZambo,Ayun may UD ang Just Us. Heheh :) @missblackbungo thankyou ate. #HNKPagsilang Edward as Iking',3
2597,reallymargarett,HOY ANO YON HAHAHAHAHAHA Queen Regine #IdolPHRegineV',3
2598,maywardalways08,Feeling ko talaga anak ni Oryang si Sarah hahahahahahaha #HNKPagsilang Edward as Iking',2.2
2599,vianztihama,#HNKPagsilang Turn off the TV ang boring ng IP sayang kuryente @maymayentrata07 @Barber_Edward_',4
2600,glory_oluwa,@dabiodunMFR ..... Happy Easter. Sen. OluwaLoniGlory#OmoTinubu,2
2601,hellokennyx,Nantrip lang ba to? HAHAHAHAHA JamesReid IdolPHPremier #IdolPhilippines',2.2
2602,yourfangirlfrvr,Ganyan ba talaga ung song or wala lang sa tono? Di ako familiar sa song eh. Queen Regine #IdolPHRegineV',2
2603,supremo_vp,james while nagpipigil ng tawa is so cute!!!! #IdolPhilippines',2.2
2604,FAshlance,@Kapitan_LANCE Its a song composed during nung nasa camp sila. So dapat AshLance. #CantGetOutStudioVersion',4
2605,RegiVen_22,Hindi nila naririnig ang sarili nila - Queen Regine #IdolPHRegineV',1
2606,ego_omnia,mukha mo James hahaha JamesReid IdolPHPremiere #IdolPhilippines',2.2
2607,CyrraCarmela,GWAPO NG BABY JAMES KOOOOOOOO #IdolPhilippines',3
2608,NoItsNotCasper,Koyaaa parang may eme don #IdolPHRegineV',2
2609,joenazar_,"Naku sana makasabay sa musical prowess mo yung ibang judges. Regine, wooohhh!!!! #IdolPHRegineV'",3.3
2610,shawndunhill,Taenang ABS CBN to mapataas lang rating tinatanggal yung GMA sa tv plus.',1.1
2611,veIadine,HOY GIGIL NIYO SI JAMES HAHAKAHAJAJANALUDBAKAKAK JamesReid IdolPHPremiere #IdolPhilippines',3
2612,ashlance8,Maging handa tayo Pechers!!! #CantGetOutStudioVersion',3
2613,thirstyjadine,Sumasakit na ulo ni James hahaha JamesReid IdolPHPremiere #IdolPhilippines',5
2614,ultimatefanof,Ano na TV Plus. Ngayon ka pa nagloko. Buset ka! Queen Regine #IdolPHRegineV',1.1
2615,elynmaezinggg,"Kayo lang, sapat na #TrySharleneAndDonny'",4
2616,criszhiel,Straight to the point talaga si Wakla hahaha #IdolPhilippines',2.4
2617,EjayOliva,Grabe ang init!!! Nakakasakit ng ulo at nakakahigh blood Happy Easter!! ',5
2618,kiannaelemia,Yung first contestant ang angas wuyyyy!! #IdolPhilippines',4
2619,stellarvice,ayan na si judge ganda go mamah #IdolPhilippines #IdolPHJudgeVice',1.1
2620,ikonicahjumma22,"If only may livestream hahahahaha Kasi isang sakay na lang ng eroplano, less than 3 hrs biyahe di pa ako nagpunta para manood #iKONTVersary #iKONxSundowninSG #iKON | # | @YG_iKONIC'",2
2621,LegendaryRegine,Bat ganon? HAHAHAHA Queen Regine #IdolPHRegineV',3
2622,kopibreak,patsek ang voice nawawala sa tono JamesReid IdolPHPremiere #IdolPhilippines',1
2623,QueRico24,Sana Vice will separate himself sa character niya sa showtime kasi magkaiba ang idol sa showtime #IdolPhilippines',4
2624,sharewinner,TV ba namin ang may problema? Bakit parang washed out ang wide angle ng judges sa #IdolPhilippines?',3
2625,VsMayWard,@DreamscapePH Ok naman sa mga nababasa ko maya team replay hahaha #HNKPagsilang Edward as Iking',5
2626,_mkyumang,Mga itsura nila hahahahaha #IdolPhilippines',2
2627,JinkyBenedicto1,Ang kyuttttt Queen Regine #IdolPHRegineV,1.1
2628,beeylat,Sobrang meme worthy tlg ni James hahahaha kyoot JamesReid IdolPHPremiere #IdolPhilippines',2.2
2629,norpmi,@DreamscapePH Human nature na tlga.. sa mundong ating ginagalawan madami mapanghusgang tao. SAD BUT TRUE #HNKPagsilang Edward as Iking and Maymay as Sarah @maymayentrata07 @Barber_Edward_',4
2630,anaknijhames,Yung excited ako sa next na mag pe perform dahil taga batangas. LT grabe. #IdolPhilippines',1.1
2631,Zhengambol1,@kylekarlo_ Pwedi rin pero magmamahalan talaga si sarah at iking ipaglalaban nila yun saka mawawala ang sumpa sa huli ...hehehehe dapat happy ending lovelife ko wla na nga happy ending patibba naman ky iking ag sarah magwiwilga talaga ako.. huhuu #HNKPagsilang Edward as Iking',4.1
2632,Jean_Marie_29,Yung tawa mo talaga mamsh @reginevalcasid nadadala ako Queen Regine #IdolPHRegineV',1.1
2633,sinushiccup,"@princess_pachoy Pro yeah , handa na lng pra mg vote ke ash if evz #PBB8GoldenCircles #CantGetOutStudioVersion'",3.3
2634,louvejane,Oh sabi ko mgpa cheesecake ako kasi na reach Kun si hundred #MBwithLouDreBukasNa,1.1
2635,eiram_yssirc,Pag sumali ito sa Tawag ng Tanghalan mago-gong yan. #IdolPhilippines',5
2636,jddkfan,Ang cute ng reaction ni James #IdolPhilippines',4.4
2637,casandralaigo,AAAHAHAHAHAHAHAHAHAHAH @janinabuddle HAHAHAHHH',1
2638,reejoo18,Wow galing galing ahahaha MORAL LESSON!!! #HNKPagsilang Edward as Iking',2.2
2639,SongbirdAgent,Grabe alam ni Queen Regine ang mga sinasabi nya #IdolPHRegineV',3
2640,edwardjohn_0507,Gulat ako lumipad si iking #HNKPagsilang Edward as Iking',3
2641,_angeldemaala,"""Di nila naririnig yung sarili nila"" -Queen Regine #IdolPHRegineV'",2
2642,ikonic_icay,"Yunhyeong, Jinhwan and Bobby speaking Filipino during 11.11.18 iKON in Manila IG POST: BOBBY\'S ""Mahal namin kayo"" #iKONxSundowninSG #iKON @YG_iKONIC",1
2643,hermitclare,Tawang-tawa ako sa mukha ni papsh. :(((( Judge JamesReid IdolPHPremiere #IdolPhilippines',4
2644,lyrrehs27,Di nya naririnig yung sarili nya Queen Regine #IdolPHRegineV',3
2645,CrixiaGumayagay,Tamang isip lang ng mga itatanong mamaya kay @boyband_joao sa #BOYBANDPHXAskJoao #IdolPhilippines',5
2646,ikonbintrash,PARANG SHIRA!!!!',5
2647,MWsoloflyer416,@MWTWarriorsOFC C sarah ang anak ni oryan hahaha #HNKPagsilang',4
2648,leyya28,wat tym kaya nila iuupload sa iwant? #HNKPagsilang Edward as Iking @Barber_Edward_ @maymayentrata07',2.2
2649,AnalynReigRvf,Hahaha #IdolPhilippines',1.1
2650,Sitti09197635,@Beauty04764113 @Jassile23 @sunnysunday121 @Xam49643571 @AnSocias @OnealRhem @LagmanGeraldine @global_shaina @louniebunny @shockaq2 @nuggetvanilla @bechay28 @notario_ruby @GraceSeverino3 @nana_cheesecake @chikikayyyy @xy0811 @ofc_global @loudre_16 Hahaha #MBwithLouDreBukasNa',3.1
2651,mwangel27,Yes hanggang midnight kng pwd hahaha.. #HNKPagsilang Edward as Iking',5
2652,ahreumdaawooo,parang pinaasa lang ni kuya batch 3 na totoong housemate na sila. ganern? #CantGetOutStudioVersion #PBB8GoldenCircles',3
2653,alwayssaljon,kaloka si kuya hahaha #EGGStraordinaryKARJON',2
2654,MarckieSy,#idolPHJudgeMoira xa na ata pinkasweet na Judge! @moirarachelle4 #IdolPhilippines',4
2655,Zzzx_xzZ,Lakas ni Queen Regine yes ka? Haha #IdolPhRegineV @reginevalcasid',1
2656,mdale_barber,@sunshinecruz718 @bool_michelle Asahan nyo po maam.. #HNKPagsilang Edward as Iking',2
2657,BOGUMMER,"James, Moira, ano na? #IdolPhilippines'",2
2658,AlcasdRegine,Grabe yung tawa ni ate @reginevalcasid.. HAHAHAHA #IdolPHRegineV',1
2659,Shelamay8,@MWTWarriorsOFC @langgako0605 Siguro po Kaya naka bonet sya ksi andun ang hiwaga na dapat tuktasin #HNKPagsilang Edward as Iking',3
2660,DalisaMayward,"@kuyaofcedward @maymayentrata07 @Barber_Edward_ Kakayanin bai, tiwala lng hehe #HNKPagsilang Edward as Iking Maymay as Sarah'",4
2661,sassymysh,ang papi ni James haaaay #IdolPhilippines',1
2662,itsmeaehty,Saakin din po di ka nag iisa huhuhu ayun na putol panunuod ko :3 #HNKPagsilang Edward as Iking @maymayentrata07 @Barber_Edward_',5
2663,Chloeri1,@ericjohnsalut paano naman po bitin na bitin naman talaga huhuhuhu #HNKPagsilang',2
2664,sbaby6433,hehe! #MBwithLouDreBukasNa,1
2665,wutszecraic,Benta yung joke ni vice sa pamangkin ko... hahahaha JamesReid IdolPHPremiere #IdolPhilippines',2
2666,n0rbMW,commercials Idol Philippines hehe #HNKPagsilang',3.1
2667,AnnskieJD,Ako rin No.. nakiboto? Hahahah JamesReid IdolPHPremiere #IdolPhilippines',2.2
2668,lynzekyle_,"ayan, ganyan si judge vice. prangka pero pawang katotohanan lang, for the benefit of the contestant din naman #IdolPhilippines #IdolPHJudgeVice'",4
2669,taengchuu,HAY ANG GWAPO NI JAMES #IdolPhilippines',4
2670,SanchaiBlue,No wala tlga sa tono si kuya hahaha @yumi98929027 JamesReid IdolPHPremiere #IdolPhilippines',2
2671,laureenxregine,"""Yes ka?"" Hahahaha Queen Regine #IdolPHRegineV'",1.1
2672,Ashley_Lallaina,Kasi naman HAHHAHAHAH sabinniyo kasi mas gusto niyo nasa camp nalanh sila UAHAJAJAJHA#CantGetOutStudioVersion',3.3
2673,Kapamilya4Life,@rrpervm Ako din po? Thanks! #MBwithLouDreBukasNa',1
2674,ara_bella28,Salamat Mang Inasal #MBwithLouDreBukasNa @itsdredesu | @louyanong',2.2
2675,reallymargarett,Nakakatakot si Queen Regineeeee. Ack. #IdolPHRegineV',2
2676,ClintWannie,maraming maraming salamat po sa pagsali #HNKPagsilang',2.2
2677,AllenBLugo85,Nakakahawa yung tawa mo te @reginevalcasid #IdolPhilippines Queen Regine #IdolPHRegineV',3.4
2678,moirabuddies,CUTEEE CUTEEEE MOOOOOOOOOOOOOO @moirabuddies #IdolPhilippines',1
2679,carlaalcasid,"b""Nkklk itong taga-Batangas na 'to! Walang duda kung saan ito nagmula kasize nung kakilala kong taga-Batangas din, ka-size ni Kuya Ogie. #IdolPHRegineV""",5
2680,WeLoveJaDine,"""Kailangan mo pa ng practice"" -James to John Luis JamesReid IdolPHPremiere #IdolPhilippines'",4
2681,NureenXIX,hahahaahahah na suko na kaayo si Dan! HAHAHAHAHA @danydipdip',2.2
2682,Xam49643571,@Sitti09197635 @Beauty04764113 @Jassile23 @sunnysunday121 @AnSocias @OnealRhem @LagmanGeraldine @global_shaina @louniebunny @shockaq2 @nuggetvanilla @bechay28 @notario_ruby @GraceSeverino3 @nana_cheesecake @chikikayyyy @xy0811 @ofc_global @loudre_16 Nasan na c @OnealRhem hahaha yung humba mo ppunta na kmi ng hawaii #MBwithLouDreBukasNa',2
2683,MirandaKyrie,Tang ina ang judges sa Idol PH magagaling talaga Vice Ganda at James Reid legit singer',5
2684,MMeLyn_96,"Aminado po ako, sobrang rupok ko po. @AljonMendoza_ #EGGStraordinaryKARJON",5
2685,janellefjcksn,Kay @moirarachelle4 lang ako nakatingin huhu #IdolPhilippines',1
2686,elreendvisita,Ate tawang tawa??? Hahaha Queen Regine #IdolPHRegineV',4
2687,blessnaddie,Feeling ko naguguilty si Papa pero kailangan eh haha JamesReid IdolPHPremiere #IdolPhilippines',5
2688,ultimatefanof,Pasweet lang si RV. Hindi nakakaoffend magcomment Queen Regine #IdolPHRegineV',3
2689,EliezerJr27,Kahibulongan.',2
2690,mavyymave,Teh kalmahi. Stress man kay ka oy. Ikaw na gani nag ingon sikat sya.',4
2691,MWTrendSquadOFC,Nagawa mo ang assignment mo perfect ang iskor mo kay @DreamscapePH nyan Edward as Iking #HNKPagsilang',1
2692,jomel03889820,Pa follow naman po para macount tweet namin po. #MBwithLouDreBukasNa @louyanong | @itsdredesu',2
2693,Imbonsay,Kahit hindi kana maging si Daniel. Minahal kita kase ikaw yung ikaw',2
2694,Crishaaa_,"ay we nanalo pa sila? Akala namin kahit isa wala kami makukuha e,,,,,'",2.2
2695,LavinLouLOU,@_MagandangBuhay Trending na po. Haha. Excited na po kami. #MBwithLouDreBukasNa @louyanong @itsdredesu,4
2696,johnnybercastro,@bebeu_eatna miguel tan felix yan hahaha #EGGStraordinaryKARJON',1
2697,itsiditsispider,@kylekarlo_ Wag na nga gnon. Iwas ba tayo sa ganyang twist. HAHAHAHAHAHAHAHAHA #HNKPagsilang Edward as Iking',2.2
2698,KuyaBisente,@narsjd Sana magawa ko hahahaha #HNKPagsilang Edward as Iking',4
2699,MGuhyesun,#HNKPagsilang Hoy mag tweet kayo. Hala sige kauo maging paniki kayo.',5
2700,gwencxstro,cute moooo @moirarachelle4 #IdolPhilippines',3
2701,marzenkate_,tangina vice HAHAHAHAHAHAH #IdolPhilippines',1.1
2702,lyrrehs27,@songbirdtweets1 yeah.... nag no sila haha Queen Regine #IdolPHRegineV',3
2703,joanaroa_jr,@TeamKuwaitMW @Ivynamoca271 @Barber_Edward_ @maymayentrata07 Bagong uodate ba to?! Wait!! #HNKPagsilang Edward as Iking',4
2704,kweeenAshley,"truuueeee sana talaga sumikat si Jem after nito kasi he deserves it talaga, ang galing niya mag compose at kumanta #PBB8GoldenCircles #CantGetOutStudioVersion'",5
2705,NotaRegina,Ang flat kaloka Queen Regine #IdolPHRegineV',2.2
2706,daxDakota,Ano ba naman tong Judges ng #IdolPhilippines. Si Regine lang ang may comments na may say say.',1
2707,Sword_of_LouDre,@jezelLAYF08 @neversa92448516 @fuentes_jet @thatotherself @itsdredesu @louyanong @IstanLouDre @IstanLouDre binuhay mo ang puso kong anim na taon nang nakahimlay. @louyanong | @itsdredesu #MBwithLouDreBukasNa',2
2708,143RedShaina,Yung 1st Contestant magaling yun pero yung 2nd marunong lang. Hihi... Queen Regine #IdolPHRegineV',1
2709,markhipelago,"bukod sa nct and wayv, mga tweets din ni ate pau yung nagpapasaya sakin eh hahahaha'",3
2710,GeneroseFlores2,@VhongX44 Happy easter kuya vhong',2
2711,jhomzkie05,"@DreamscapePH @honeybeeniday Yung start ay kakaiba, parang ending. Kahalintulad sya sa isa sa paborito kong teleserye na Tayong Dalawa #HNKPagsilang Edward as Iking @maymayentrata07 @Barber_Edward_'",4
2712,lyrrehs27,@yourfangirlfrvr wala syang melody sabi ni vice Queen Regine #IdolPHRegineV',5
2713,itschanell_,Bitin pero Excited sa next episode dahil nasilayan kona si Iking at Sarah #HNKPagsilang',1.1
2714,itsmelyragwapa,"adobo, sinigang na bangus, humba #MBwithLouDreBukasNa @louyanong @itsdredesu'",2.2
2715,SarahGBeliever,Parang ang boring ng #IdolPhilippines buti nandyan si @vicegandako ',3
2716,MayWard_FC,Wahahah UD na si author #HNKPagsilang Edward as Iking',2
2717,MarkRejan,Better luck next time john luis. Dami kong tawa #IdolPhilippines',3
2718,welkinblush,3,3.3
2719,DeeRaif,Handsomenya boyfriend kauuuu @tyraaS ',2.2
2720,_fanboyx,"Diniretso talaga ni Vice, eh HAHAHAHA #IdolPhilippines'",4
2721,bha3angels,Mukha ni James Reid Determinado na sa No sa simula pa lang! JamesReid IdolPHPremiere #IdolPhilippines',3.3
2722,isabelleeeev,Vice HAHAHAHAHA Queen Regine #IdolPHRegineV',3.2
2723,karjonlang_,kaloka tong idol ph hahaha #EGGStraordinaryKARJON',3.4
2724,BoncalesMarilyn,Tweet lng ng tweet guyz para lalaki na c sarah at iking #HNKPagsilang Edward as Iking',4
2725,SongbirdAgent,Jusko grabe mga story nila! Queen Regine #IdolPHRegineV',3
2726,itsrianacamila,@moirarachelle4 pinaka-cute na judgee!! rawr #IdolPhilippines',5
2727,aliyaholaa,HOY ASAWA NIYA #IdolPhilippines',2
2728,johnnybercastro,@KaorhysGirl @jayson26_ @fightingfanboy_ @lame879 @jecquiezaaa @KarJonFanGirl26 @altesshawe @bebeu_eatna @JuleeeXKarJon @KarjonCorner @mykrjnhart @LIGHT_DARK001 @msKarinB @aemienikarekare @alwaysxkarjon @KarjonSoldiers @AustwinMahomie @msKarinaB @AljonMendoza_ bakit punit sando ko?ano ginawa mo sakin?hahaha #EGGStraordinaryKARJON',1
2729,jeykabogsxz,grabi naman meme ang rekta #idolphilippines @FollowViceGanda',5
2730,mhalditha82,Inaantok ako kay moira #IdolPhilippines',2
2731,MGuhyesun,#HNKPagsilang Mag tweet na kayo',2
2732,akosiemengard,"Up next, asawa ni Jan Luis Queen Regine @reginevalcasid #IdolPHRegineV'",4.4
2733,DalisaMayward,@MWTrendSquadOFC Hangcuteeee hahaha lablab #HNKPagsilang Edward as Iking Maymay as Sarah',3
2734,AgentToky0,Kaloka isang team sila #IdolPhJudgeVICE #IdolPhilippines',2.2
2735,isthatmellynne,Ang tapang ni koya!!!! Nakakanta sya ng ganun sa harap ng Reyna! Lols Queen Regine #IdolPHRegineV',4.4
2736,global_shaina,"@nana_cheesecake @Jassile23 @sunnysunday121 @Xam49643571 @Sitti09197635 @AnSocias @OnealRhem @LagmanGeraldine @louniebunny @shockaq2 @nuggetvanilla @bechay28 @notario_ruby @Beauty04764113 @GraceSeverino3 @chikikayyyy @xy0811 @ofc_global @loudre_16 huwag worry bebe di ka nag iisa na late,hahajaha #MBwithLouDreBukasNa'",3
2737,LaraJan22990137,Galing galing! Ang ganda! @DreamscapePH @ericjohnsalut @Barber_Edward_ @maymayentrata07 #HNKPagsilang,5
2738,SuperbVicey,Grabeeee si vice sobrang observant oy pati sapatos nakita nya #IdolPHJudgeVice #IdolPhilippines',1.1
2739,nanie_rafael,Laff 3p nman tong.. #IdolPhilippines',2
2740,VsMayWard,@sereneheart24 @ezel272 @Barber_Edward_ @maymayentrata07 Dyan na matutunghayan ang mahiwagang bonnet hahaha #HNKPagsilang Edward as Iking',1.1
2741,SmittenJadine,nakakaloka magjoasawa pala haha #IdolPhilippines',4
2742,haHatdogg,@pstrongxx Happy easter! Salamat sa pagbili hahaha',2
2743,splndr_,nakaka gv lang talaga #IdolPhilippines',2
2744,cuenco_kezia,ANONG MANGGYAYARII SA PBB MAMAYA????? #PBB8GoldenCircles',2.2
2745,Tang105,201904 SBS INKIGAYO PART.2 # #SUPERJUNIOR #Eunhyuk # #Donghae # #SuperJuniorDnE,2
2746,sahvagedt,TOTOO HAHAHAHAHHAHAHAHAHAHAHA @msKarinaB | @AljonMendoza_ #EGGStraordinaryKARJON',3
2747,hellomarosie,Ha? Ang bata pa nila to be married. Kaloka! JamesReid IdolPHPremiere #IdolPhilippines',4
2748,nrlnclaireness,Hahaha',1
2749,lusthreat,mag asawa pala hahahhah JamesReid IdolPHPremiere #IdolPhilippines',5
2750,yourfangirlfrvr,Woah. Mag asawa pala ung dalawa. Amazing! Queen Regine #IdolPHRegineV',2
2751,ElleGD,Yung tawa ni atey nakakadala. @reginevalcasid #IdolPhilippines',1
2752,wew65818733,Wait mo iwant.. #HNKPagsilang',1.1
2753,marjurie_m,No Offense! Masyadong Harsh yung pag deliver ni Meme JamesReid IdolPHPremiere #IdolPhilippines',2
2754,Sexi_Gelyn_28,Tengene mag asawa???!! Ilang taon na ba kayo ineng? #HNKPagsilang Edward as Iking',4
