:			-	-	-	-	
Black	Dot	1454	2215	0.2	0.05960503	0.22047512	
Black	Dot	1455	2216	0.25	0.123506695	0.08213515	
Black	Dot	1456	2217	0.2	0.01654028	0.11947569	
Black	Dot	1457	2218	0.35	0.19505572	0.17594968	
Black	Dot	1458	2220	0.3	0.10016127	0.07769036	
Black	Dot	1459	2221	0.205	0.045948807	0.16008413	
Black	Dot	1460	2223	0.3	0.22403029	0.23956396	
Black	Dot	1461	2224	0.37	0.043771364	0.30646276	
Black	Dot	1462	2226	0.3	0.11434879	0.09093454	
Black	Dot	1463	2227	0.35	0.08730334	0.03552928	
Black	Dot	1464	2229	0.26	0.14957365	0.1936586	
Black	Dot	1465	2230	0.3	0.06539249	0.17954652	
Black	Dot	1466	2234	0.26	0.09448656	0.19972518	
Black	Dot	1467	2236	0.4	0.06833216	0.16248411	
Black	Dot	1468	2238	0.26	0.07816787	0.15235804	
Black	Dot	1469	2241	0.205	0.07634754	0.10871114	
Black	Dot	1470	2242	0.3	0.121984646	0.06762332	
Black	Dot	1471	2243	0.205	0.2196005	0.19886063	
Black	Dot	1472	2244	0.26	0.11509347	0.09570587	
Black	Dot	1473	2245	0.3	0.20147713	0.008179854	
Black	Dot	1474	2246	0.3	0.23545356	0.27757153	
Black	Dot	1475	2247	0.31	0.07804351	0.087264754	
Black	Dot	1476	2248	0.35	0.14416365	0.120732285	
Black	Dot	1477	2249	0.3	0.15328532	0.053572524	
Black	Dot	1478	2250	0.4	0.048662722	0.06407301	
Black	Dot	1479	2251	0.45	0.16150124	0.009415776	
Black	Dot	1480	2252	0.3	0.038473748	0.3218984	
Black	Dot	1481	2255	0.45	0.2996251	0.29803705	
Black	Dot	1482	2256	0.35	0.12360317	0.06192574	
Black	Dot	1483	2257	0.22	0.10798705	0.23030537	
Black	Dot	1484	2258	0.45	0.4928856	0.12015639	
Black	Dot	1485	2260	0.31	0.11247037	0.25622773	
Black	Dot	1486	2261	0.3	0.18961258	0.22926602	
Black	Dot	1487	2262	0.36	0.11931793	0.3211811	
Black	Dot	1488	2263	0.255	0.21701287	0.37731105	
Black	Dot	1489	2265	0.4	0.11766897	0.3573584	
Black	Dot	1490	2266	0.3	0.114700444	0.06984932	
Black	Dot	1491	2267	0.45	0.2819096	0.3155967	
Black	Dot	1492	2270	0.31	0.07395346	0.21157552	
Black	Dot	1493	2277	0.3	0.21960065	0.119207844	
Black	Dot	1494	2278	0.35	0.065139286	0.2406313	
Black	Dot	1495	2279	0.4	0.058829267	0.111158505	
Black	Dot	1496	2283	0.205	0.11700204	0.12070808	
Black	Dot	1497	2285	0.26	0.06321076	0.1355788	
Black	Dot	1498	2288	0.35	0.53348994	0.55071336	
Black	Dot	1499	2290	0.35	0.14996293	0.33802727	
Black	Dot	1500	2294	0.2	0.071950935	0.09326611	
Black	Dot	1501	2296	0.25	0.16455337	0.3131468	
Black	Dot	1502	2297	0.3	0.13784224	0.34602812	
Black	Dot	1503	2298	0.26	0.07759055	0.41782886	
Black	Dot	1504	2299	0.35	0.07623672	0.15998021	
Black	Dot	1505	2300	0.4	0.09693301	0.15409178	
Black	Dot	1506	2304	0.45	0.07060374	0.15070447	
Black	Dot	1507	2305	0.4	0.13493425	0.108330965	
Black	Dot	1508	2306	0.5	0.6519473	0.22363977	
Black	Dot	1509	2310	0.26	0.087303296	0.096003234	
Black	Dot	1510	2311	0.31	0.13744015	0.1333341	
Black	Dot	1511	2313	0.22	0.053404696	0.09577704	
Black	Dot	1512	2315	0.3	0.040146157	0.19119488	
Black	Dot	1513	2316	0.25	0.016855052	0.117579244	
Black	Dot	1514	2318	0.25	0.07031847	0.123754054	
Black	Dot	1515	2319	0.26	0.14497104	0.43047747	
Black	Dot	1516	2321	0.3	0.123829834	0.10883253	
Black	Dot	1517	2323	0.25	0.040361512	0.27995366	
Black	Dot	1518	2324	0.26	0.34474742	0.29080355	
Black	Dot	1519	2326	0.4	0.0606244	0.11448763	
Black	Dot	1520	2327	0.25	0.0310874	0.08401077	
Black	Dot	1521	2328	0.3	0.13393895	0.1813613	
Black	Dot	1522	2330	0.205	0.02098971	0.06508372	
Black	Dot	1523	2331	0.265	0.059475265	0.22847833	
Black	Dot	1524	2333	0.3	0.2171874	0.40976435	
Black	Dot	1525	2334	0.25	0.05250006	0.06450444	
Black	Dot	1526	2336	0.4	0.2321516	0.2365912	
Black	Dot	1527	2337	0.205	0.27581084	0.08331571	
Black	Dot	1528	2338	0.3	0.12015942	0.07054074	
Black	Dot	1529	2340	0.3	0.11938017	0.116187945	
Black	Dot	1530	2341	0.26	0.21479481	0.13255915	
Black	Dot	1531	2342	0.26	0.10625086	0.11762841	
Black	Dot	1532	2343	0.205	0.06554582	0.0733832	
Black	Dot	1533	2346	0.4	0.048098717	0.18381648	
Black	Dot	1534	2347	0.325	0.088318355	0.21050698	
Black	Dot	1535	2351	0.25	0.2775001	0.1709198	
Black	Dot	1536	2353	0.4	0.20808344	0.120604314	
Black	Dot	1537	2356	0.3	0.065227225	0.14188094	
Black	Dot	1538	2358	0.25	0.43193302	0.46589994	
Black	Dot	1539	2359	0.35	0.1266438	0.07962314	
Black	Dot	1540	2360	0.4	0.11019049	0.36017975	
Black	Dot	1541	2361	0.25	0.040525045	0.15371147	
Black	Dot	1542	2362	0.2	0.36969012	0.61802065	
Black	Dot	1543	2364	0.35	0.122420296	0.11710274	
Black	Dot	1544	2365	0.3	0.025353419	0.25442216	
Black	Dot	1545	2366	0.3	0.085339956	0.1538095	
Black	Dot	1546	2368	0.25	0.17435189	0.21908629	
Black	Dot	1547	2369	0.3	0.081300765	0.10247029	
Black	Dot	1548	2370	0.45	0.073838234	0.15039627	
Black	Dot	1549	2373	0.3	0.07568419	0.085937575	
Black	Dot	1550	2375	0.2	0.16804181	0.115583815	
Black	Dot	1551	2376	0.25	0.03688613	0.09129838	
Black	Dot	1552	2377	0.35	0.029358827	0.2250757	
Black	Dot	1553	2378	0.3	0.21209776	0.3764404	
Black	Dot	1554	2380	0.25	0.05419086	0.10413642	
Black	Dot	1555	2381	0.2	0.10108427	0.13611089	
Black	Dot	1556	2382	0.25	0.13907693	0.1441253	
Black	Dot	1557	2384	0.4	0.13895081	0.30323258	
Black	Dot	1558	2385	0.45	0.89948845	0.24298374	
Black	Dot	1559	2386	0.3	0.09776058	0.24304414	
Black	Dot	1560	2387	0.2	0.024742467	0.017748931	
Black	Dot	1561	2388	0.3	0.04124484	0.13461575	
Black	Dot	1562	2389	0.35	0.08541651	0.22574231	
Black	Dot	1563	2390	0.25	0.7388681	0.45335805	
Black	Dot	1564	2391	0.2	0.17258903	0.20882644	
Black	Dot	1565	2392	0.25	0.03817958	0.10934385	
Black	Dot	1566	2393	0.26	0.06951164	0.18058932	
Black	Dot	1567	2396	0.35	0.04982068	0.2316776	
Black	Dot	1568	2397	0.2	0.025115402	0.16246095	
Black	Dot	1569	2399	0.4	0.059475265	0.7607636	
Black	Dot	1570	2401	0.205	0.1779145	0.18915108	
Black	Dot	1571	2402	0.26	0.2712065	0.11484349	
Black	Dot	1572	2403	0.2	0.11584242	0.5227844	
Black	Dot	1573	2405	0.3	0.03850584	0.23531808	
Black	Dot	1574	2406	0.4	0.45254555	0.43714583	
Black	Dot	1575	2407	0.25	0.11358784	0.10327409	
Black	Dot	1576	2408	0.205	0.115717046	0.2152538	
Black	Dot	1577	2409	0.35	0.68671054	0.43609226	
Black	Dot	1578	2410	0.31	0.11614408	0.12761348	
Black	Dot	1579	2412	0.4	0.07263695	0.12556097	
Black	Dot	1580	2413	0.35	0.2446769	0.48335552	
Black	Dot	1581	2414	0.255	0.13353013	0.26979575	
Black	Dot	1582	2415	0.265	0.06601328	0.15838777	
Black	Dot	1583	2416	0.35	0.13405582	0.2052634	
Black	Dot	1584	2417	0.25	0.04226926	0.22986123	
Black	Dot	1585	2418	0.4	0.11815232	0.22442473	
Black	Dot	1586	2420	0.35	0.12679353	0.16832829	
Black	Dot	1587	2421	0.365	0.21217482	0.18497008	
Black	Dot	1588	2422	0.2	0.06256951	0.19297104	
Black	Dot	1589	2423	0.26	0.5052005	0.312499	
Black	Dot	1590	2424	0.2	0.03600414	0.21217546	
Black	Dot	1591	2425	0.35	0.3014671	0.22549376	
Black	Dot	1592	2429	0.25	0.53854156	0.08298606	
Black	Dot	1593	2430	0.4	0.3603131	0.3213628	
Black	Dot	1594	2431	0.35	0.23010078	0.50248486	
Black	Dot	1595	2432	0.26	0.115963995	0.22555603	
Black	Dot	1596	2433	0.35	0.03505684	0.08797796	
Black	Dot	1597	2434	0.4	0.025916494	0.0649278	
Black	Dot	1598	2435	0.3	0.109594725	0.18565302	
Black	Dot	1599	2436	0.375	0.14893042	0.22374325	
Black	Dot	1600	2438	0.315	0.07091505	0.32715797	
Black	Dot	1601	2439	0.45	0.19309519	0.33427864	
Black	Dot	1602	2442	0.3	0.059475265	0.13667333	
Black	Dot	1603	2443	0.35	0.065536484	0.07156328	
Black	Dot	1604	2444	0.25	0.11299731	0.062146123	
Black	Dot	1605	2445	0.4	0.18821275	0.23072283	
Black	Dot	1606	2446	0.25	0.32229498	0.11752731	
Black	Dot	1607	2447	0.3	0.0091855815	0.5135175	
Black	Dot	1608	2449	0.35	0.6823716	0.5055135	
Black	Dot	1609	2450	0.3	0.06064347	0.31401736	
Black	Dot	1610	2451	0.25	0.32146478	0.43997958	
Black	Dot	1611	2452	0.26	0.12064297	0.23723969	
Black	Dot	1612	2453	0.205	0.0837939	0.19756627	
Black	Dot	1613	2455	0.4	0.20773044	0.3871683	
Black	Dot	1614	2456	0.16	0.036109712	0.06494861	
Black	Dot	1615	2457	0.25	0.47155666	0.29027593	
Black	Dot	1616	2459	0.2	0.20935762	0.37415737	
Black	Dot	1617	2460	0.2	0.059475265	0.35947308	
Black	Dot	1618	2461	0.3	0.045384526	0.18519983	
Black	Dot	1619	2464	0.4	0.07040189	0.25447717	
Black	Dot	1620	2468	0.35	0.11906731	0.15794377	
Black	Dot	1621	2470	0.2	0.442474	0.22183838	
Black	Dot	1622	2471	0.25	0.19833401	0.49013415	
Black	Dot	1623	2472	0.35	0.20817629	0.23898767	
Black	Dot	1624	2475	0.31	0.060945015	0.05614596	
Black	Dot	1625	2476	0.26	0.07618846	0.057747938	
Black	Dot	1626	2477	0.35	0.2037588	0.0708153	
Black	Dot	1627	2478	0.4	0.06557036	0.3634495	
Black	Dot	1628	2479	0.45	0.054745015	0.17253648	
Black	Dot	1629	2481	0.305	0.1191767	0.13111703	
Black	Dot	1630	2483	0.31	0.25700682	0.28249526	
Black	Dot	1631	2484	0.365	0.10098944	0.27798477	
Black	Dot	1632	2485	0.31	0.06974933	0.22428036	
Black	Dot	1633	2486	0.35	0.08116462	0.46589994	
Black	Dot	1634	2487	0.31	0.36062473	0.32236388	
Black	Dot	1635	2488	0.415	0.1501285	0.12631387	
Black	Dot	1636	2489	0.3	0.39158317	0.21474493	
Black	Dot	1637	2490	0.255	0.17794256	0.09039839	
Black	Dot	1638	2491	0.35	0.032275602	0.12887917	
Black	Dot	1639	2493	0.35	0.06875354	0.070312485	
Black	Dot	1640	2494	0.45	0.05420343	0.09379988	
Black	Dot	1641	2495	0.4	0.1143664	0.1695892	
Black	Dot	1642	2496	0.35	0.18385962	0.46589994	
Black	Dot	1643	2497	0.4	0.10894404	0.1484312	
Black	Dot	1644	2498	0.31	0.26475188	0.15364562	
Black	Dot	1645	2499	0.35	0.16573378	0.117332354	
Black	Dot	1646	2500	0.25	0.35769266	0.21749417	
Black	Dot	1647	2501	0.35	0.24246919	0.17156965	
Black	Dot	1648	2503	0.25	0.060612343	0.16535345	
Black	Dot	1649	2505	0.3	0.14750257	0.19519089	
Black	Dot	1650	2506	0.4	0.08037971	0.19713058	
Black	Dot	1651	2507	0.45	0.35980496	0.47703516	
Black	Dot	1652	2508	0.3	0.46082973	0.14436102	
Black	Dot	1653	2509	0.35	0.03448509	0.47068134	
Black	Dot	1654	2510	0.31	0.2293473	0.11774144	
Black	Dot	1655	2511	0.5	0.8935705	0.4925741	
Black	Dot	1656	2512	0.45	0.6079781	0.5030624	
Black	Dot	1657	2513	0.3	0.08730334	0.38277832	
Black	Dot	1658	2514	0.3	0.6079781	0.43421403	
Black	Dot	1659	2517	0.3	0.11783952	0.21696042	
Black	Dot	1660	2518	0.31	0.17035925	0.11979538	
Black	Dot	1661	2519	0.31	0.049541775	0.43953893	
Black	Dot	1662	2524	0.25	0.7388681	0.11196345	
Black	Dot	1663	2525	0.3	0.2776649	0.4369218	
Black	Dot	1664	2526	0.45	0.18249582	0.25389725	
Black	Dot	1665	2527	0.25	0.10218931	0.23109148	
Black	Dot	1666	2528	0.4	0.923108	0.18137199	
Black	Dot	1667	2529	0.25	0.066590086	0.12850128	
Black	Dot	1668	2530	0.3	0.16630165	0.27157056	
Black	Dot	1669	2531	0.31	0.12063162	0.17766123	
Black	Dot	1670	2533	0.4	0.12009507	0.22902644	
Black	Dot	1671	2534	0.45	0.09017966	0.22642179	
Black	Dot	1672	2538	0.3	0.20258069	0.104363844	
Black	Dot	1673	2539	0.25	0.044556826	0.11333372	
Black	Dot	1674	2541	0.3	0.0728591	0.15111968	
Black	Dot	1675	2542	0.25	0.37471926	0.04675049	
Black	Dot	1676	2544	0.255	0.65520185	0.68710625	
Black	Dot	1677	2546	0.255	0.0569548	0.1821059	
Black	Dot	1678	2547	0.31	0.09539043	0.32137012	
Black	Dot	1679	2548	0.3	0.31806573	0.316209	
Black	Dot	1680	2549	0.255	0.070714794	0.13458449	
Black	Dot	1681	2552	0.415	0.09310082	0.14807329	
Black	Dot	1682	2553	0.5	0.37002513	0.21148302	
Black	Dot	1683	2554	0.4	0.18049209	0.11769783	
Black	Dot	1684	2558	0.35	0.08740588	0.28845778	
Black	Dot	1685	2559	0.355	0.69646615	0.43174213	
Black	Dot	1686	2560	0.4	0.08996758	0.113389686	
Black	Dot	1687	2561	0.3	0.013162086	0.12630102	
Black	Dot	1688	2562	0.365	0.30405176	0.3355754	
Black	Dot	1689	2564	0.55	0.11797861	0.19434924	
Black	Dot	1690	2565	0.4	0.22419833	0.15294573	
Black	Dot	1691	2566	0.25	0.07247237	0.22959715	
Black	Dot	1692	2567	0.4	0.24318425	0.44149506	
Black	Dot	1693	2569	0.45	0.031856317	0.037950452	
Black	Dot	1694	2570	0.255	0.11683933	0.2188149	
Black	Dot	1695	2572	0.5	0.9486035	0.7143426	
Black	Dot	1696	2573	0.35	0.6182368	0.26074135	
Black	Dot	1697	2574	0.415	0.5211443	0.5859479	
Black	Dot	1698	2575	0.42	0.2220675	0.38677347	
Black	Dot	1699	2577	0.31	0.66553557	0.32162055	
Black	Dot	1700	2583	0.5	0.32208943	0.36529422	
Black	Dot	1701	2585	0.35	0.21640223	0.14064243	
Black	Dot	1702	2586	0.25	0.10727658	0.16189057	
Black	Dot	1703	2587	0.45	0.041184977	0.068572894	
Black	Dot	1704	2590	0.3	0.08730334	0.15141594	
Black	Dot	1705	2591	0.42	0.21648812	0.6079781	
Black	Dot	1706	2592	0.355	0.07171492	0.079128206	
Black	Dot	1707	2593	0.45	0.28992838	0.1546167	
Black	Dot	1708	2595	0.365	0.044189572	0.23306686	
Black	Dot	1709	2596	0.35	0.02255041	0.19643189	
Black	Dot	1710	2598	0.31	0.21349172	0.16169748	
Black	Dot	1711	2599	0.4	0.48898554	0.5313036	
Black	Dot	1712	2602	0.3	0.07319775	0.08107284	
Black	Dot	1713	2603	0.31	0.18652077	0.12243831	
Black	Dot	1714	2604	0.4	0.12301757	0.12803467	
Black	Dot	1715	2605	0.3	0.16285226	0.22940402	
Black	Dot	1716	2606	0.31	0.36617327	0.64068305	
Black	Dot	1717	2608	0.35	0.14104292	0.28370818	
Black	Dot	1718	2609	0.365	0.249564	0.16476473	
Black	Dot	1719	2610	0.305	0.871496	0.057383277	
Black	Dot	1720	2612	0.35	0.22002372	0.23499404	
Black	Dot	1721	2613	0.45	0.12070066	0.19529873	
Black	Dot	1722	2614	0.305	0.95314676	0.5656482	
Black	Dot	1723	2615	0.4	0.046828467	0.2229221	
Black	Dot	1724	2616	0.32	0.06251509	0.26612425	
Black	Dot	1725	2619	0.255	0.38336122	0.35760677	
Black	Dot	1726	2620	0.3	0.14602436	0.121772714	
Black	Dot	1727	2622	0.25	0.06475802	0.16660322	
Black	Dot	1728	2623	0.45	0.012657683	0.04036497	
Black	Dot	1729	2624	0.4	0.14914627	0.24349129	
Black	Dot	1730	2625	0.45	0.022214174	0.25436774	
Black	Dot	1731	2626	0.3	0.21870117	0.30694202	
Black	Dot	1732	2627	0.255	0.120097846	0.29896966	
Black	Dot	1733	2628	0.31	0.2515224	0.4964984	
Black	Dot	1734	2629	0.35	0.20168018	0.29480663	
Black	Dot	1735	2630	0.205	0.2568331	0.32177475	
Black	Dot	1736	2632	0.255	0.3754187	0.43865806	
Black	Dot	1737	2633	0.365	0.11269428	0.23855515	
Black	Dot	1738	2634	0.255	0.070828885	0.25231367	
Black	Dot	1739	2635	0.5	0.07804536	0.11790079	
Black	Dot	1740	2636	0.42	0.038941205	0.18323374	
Black	Dot	1741	2639	0.35	0.12080327	0.13722408	
Black	Dot	1742	2640	0.35	0.039533805	0.07813601	
Black	Dot	1743	2641	0.35	0.1618188	0.20375538	
Black	Dot	1744	2642	0.25	0.073845804	0.09347834	
Black	Dot	1745	2643	0.4	0.23079234	0.23636648	
Black	Dot	1746	2644	0.35	0.17891967	0.1193355	
Black	Dot	1747	2645	0.45	0.093254514	0.13264543	
Black	Dot	1748	2649	0.255	0.08730334	0.36760426	
Black	Dot	1749	2650	0.355	0.08730334	0.43036482	
Black	Dot	1750	2652	0.3	0.23112018	0.24892017	
Black	Dot	1751	2653	0.3	0.6519473	0.07897994	
Black	Dot	1752	2655	0.25	0.2549317	0.27150798	
Black	Dot	1753	2657	0.3	0.11321428	0.2206099	
Black	Dot	1754	2659	0.3	0.21616536	0.11933026	
Black	Dot	1755	2661	0.2	0.009560435	0.7143426	
Black	Dot	1756	2662	0.45	0.29656386	0.22746575	
Black	Dot	1757	2666	0.355	0.0670837	0.22469826	
Black	Dot	1758	2667	0.31	0.10289926	0.1830656	
Black	Dot	1759	2668	0.4	0.06502429	0.1539199	
Black	Dot	1760	2669	0.4	0.023681154	0.2266019	
Black	Dot	1761	2670	0.35	0.14419554	0.44456708	
Black	Dot	1762	2671	0.255	0.3212831	0.25224623	
Black	Dot	1763	2672	0.365	0.101374514	0.38625515	
Black	Dot	1764	2675	0.35	0.27699208	0.38176244	
Black	Dot	1765	2676	0.31	0.013839571	0.077682145	
Black	Dot	1766	2677	0.37	0.2917836	0.46589994	
Black	Dot	1767	2679	0.45	0.31568393	0.041598216	
Black	Dot	1768	2680	0.4	0.042026885	0.128218	
Black	Dot	1769	2684	0.45	0.39394122	0.21304588	
Black	Dot	1770	2685	0.25	0.16869643	0.2732409	
Black	Dot	1771	2686	0.4	0.2999569	0.3678418	
Black	Dot	1772	2687	0.45	0.06977582	0.10558272	
Black	Dot	1773	2688	0.35	0.20758009	0.7143426	
Black	Dot	1774	2690	0.5	0.09475311	0.09487082	
Black	Dot	1775	2691	0.25	0.21865709	0.07837329	
Black	Dot	1776	2692	0.3	0.058343112	0.09638133	
Black	Dot	1777	2693	0.35	0.22228263	0.07568128	
Black	Dot	1778	2694	0.31	0.11981769	0.0632907	
Black	Dot	1779	2697	0.31	0.19388326	0.14655331	
Black	Dot	1780	2698	0.4	0.096315295	0.1744141	
Black	Dot	1781	2699	0.45	0.4876931	0.35483852	
Black	Dot	1782	2703	0.4	0.066392034	0.24880455	
Black	Dot	1783	2705	0.36	0.6587229	0.22684738	
Black	Dot	1784	2706	0.3	0.09622308	0.2802529	
Black	Dot	1785	2707	0.3	0.24179973	0.18373129	
Black	Dot	1786	2708	0.3	0.14912108	0.12901351	
Black	Dot	1787	2712	0.45	0.2508098	0.37369657	
Black	Dot	1788	2713	0.255	0.047806088	0.06858789	
Black	Dot	1789	2715	0.35	0.1887992	0.375265	
Black	Dot	1790	2717	0.35	0.11582171	0.15601015	
Black	Dot	1791	2718	0.365	0.07013071	0.0675582	
Black	Dot	1792	2719	0.31	0.025953205	0.6519473	
Black	Dot	1793	2720	0.4	0.10041469	0.17276058	
Black	Dot	1794	2721	0.365	0.117434494	0.12586556	
Black	Dot	1795	2727	0.3	0.10616315	0.007046561	
Black	Dot	1796	2730	0.4	0.098335855	0.15327163	
Black	Dot	1797	2731	0.3	0.029888952	0.30669978	
Black	Dot	1798	2732	0.42	0.15078194	0.16671398	
Black	Dot	1799	2734	0.31	0.16098359	0.07347485	
Black	Dot	1800	2736	0.35	0.028625784	0.2083536	
Black	Dot	1801	2737	0.45	0.026032424	0.30573678	
Black	Dot	1802	2738	0.255	0.072671585	0.18860784	
Black	Dot	1803	2740	0.255	0.30506447	0.45499417	
Black	Dot	1804	2742	0.3	0.060980838	0.067380786	
Black	Dot	1805	2743	0.3	0.058227934	0.07282461	
Black	Dot	1806	2747	0.4	0.5705242	0.37240526	
Black	Dot	1807	2748	0.35	0.087303296	0.059412777	
Black	Dot	1808	2749	0.45	0.0790606	0.552958	
Black	Dot	1809	2750	0.3	0.11817372	0.08548494	
Black	Dot	1810	2751	0.25	0.022502325	0.24628794	
Black	Dot	1811	2752	0.255	0.16728285	0.3085722	
Black	Dot	1812	2753	0.4	0.15040223	0.3223992	
Black	Dot	1813	2757	0.3	0.37113342	0.17865904	
Black	Dot	1814	2760	0.25	0.07164049	0.06592535	
Black	Dot	1815	2761	0.3	0.2355333	0.3958012	
Black	Dot	1816	2762	0.3	0.07041788	0.1236178	
Black	Dot	1817	2766	0.425	0.034787733	0.041557007	
Black	Dot	1818	2767	0.35	0.33452776	0.13739024	
Black	Dot	1819	2770	0.4	0.21732935	0.20459391	
Black	Dot	1820	2772	0.25	0.21908508	0.10703833	
Black	Dot	1821	2773	0.315	0.16513687	0.6470137	
Black	Dot	1822	2774	0.305	0.5349318	0.17178352	
Black	Dot	1823	2775	0.4	0.048157275	0.23762074	
Black	Dot	1824	2776	0.4	0.17725706	0.27461672	
Black	Dot	1825	2777	0.37	0.12045558	0.30396816	
Black	Dot	1826	2779	0.3	0.21983469	0.22059952	
Black	Dot	1827	2780	0.315	0.1516121	0.17790376	
Black	Dot	1828	2781	0.35	0.12040874	0.053957228	
Black	Dot	1829	2782	0.26	0.09895107	0.20178421	
Black	Dot	1830	2783	0.36	0.17651041	0.2728271	
Black	Dot	1831	2784	0.365	0.118746914	0.22615373	
Black	Dot	1832	2785	0.4	0.10130231	0.11790334	
Black	Dot	1833	2786	0.45	0.033689547	0.21826963	
Black	Dot	1834	2787	0.3	0.06522034	0.12368912	
Black	Dot	1835	2788	0.31	0.10811824	0.23516871	
Black	Dot	1836	2789	0.4	0.15323973	0.2326123	
Black	Dot	1837	2790	0.35	0.13160567	0.24407691	
Black	Dot	1838	2791	0.45	0.19491297	0.0899167	
Black	Dot	1839	2793	0.4	0.22065055	0.22750808	
Black	Dot	1840	2794	0.4	0.5038981	0.20658469	
Black	Dot	1841	2795	0.3	0.1172237	0.1777504	
Black	Dot	1842	2797	0.45	0.12098356	0.0706318	
Black	Dot	1843	2798	0.3	0.28698644	0.68672085	
Black	Dot	1844	2799	0.3	0.030116567	0.16351782	
Black	Dot	1845	2800	0.25	0.15050104	0.12158499	
Black	Dot	1846	2801	0.2	0.20898944	0.122130625	
Black	Dot	1847	2803	0.25	0.053799607	0.19483016	
Black	Dot	1848	2805	0.4	0.1501246	0.08849438	
Black	Dot	1849	2806	0.3	0.08932704	0.2393041	
Black	Dot	1850	2807	0.3	0.24584626	0.10897625	
Black	Dot	1851	2808	0.35	0.051098477	0.12148966	
Black	Dot	1852	2809	0.25	0.12305002	0.0918357	
Black	Dot	1853	2810	0.25	0.06949181	0.20847583	
Black	Dot	1854	2811	0.45	0.0632248	0.20746665	
Black	Dot	1855	2813	0.4	0.24459189	0.15605439	
Black	Dot	1856	2814	0.35	0.08118219	0.087981366	
Black	Dot	1857	2815	0.35	0.2830144	0.5398131	
Black	Dot	1858	2816	0.3	0.22764978	0.11037493	
Black	Dot	1859	2817	0.3	0.063774586	0.06626785	
Black	Dot	1860	2818	0.25	0.11057257	0.32229504	
Black	Dot	1861	2821	0.3	0.025659628	0.023730684	
Black	Dot	1862	2824	0.35	0.047501497	0.035040278	
Black	Dot	1863	2827	0.35	0.31507963	0.2815293	
Black	Dot	1864	2828	0.3	0.08121393	0.11665936	
Black	Dot	1865	2830	0.3	0.09856661	0.20245333	
Black	Dot	1866	2832	0.35	0.40487948	0.4422423	
Black	Dot	1867	2833	0.25	0.34408867	0.31404468	
Black	Dot	1868	2834	0.255	0.036308598	0.08453494	
Black	Dot	1869	2835	0.305	0.14384885	0.2256818	
Black	Dot	1870	2836	0.35	0.118715435	0.13093674	
Black	Dot	1871	2837	0.4	0.041721668	0.09266629	
Black	Dot	1872	2838	0.3	0.36942253	0.27628848	
Black	Dot	1873	2839	0.45	0.46589994	0.32207042	
Black	Dot	1874	2841	0.3	0.03296951	0.11495985	
Black	Dot	1875	2842	0.25	0.46589994	0.32143772	
Black	Dot	1876	2843	0.35	0.059238743	0.20088227	
Black	Dot	1877	2844	0.3	0.12266908	0.25209406	
Black	Dot	1878	2845	0.4	0.22587223	0.22451416	
Black	Dot	1879	2847	0.25	0.17378825	0.124127604	
Black	Dot	1880	2849	0.35	0.058330435	0.09119462	
Black	Dot	1881	2851	0.2	0.5310077	0.5309902	
Black	Dot	1882	2852	0.35	0.09256462	0.21934275	
Black	Dot	1883	2853	0.25	0.11070145	0.24593063	
Black	Dot	1884	2854	0.4	0.060937475	0.18082984	
Black	Dot	1885	2856	0.35	0.16161498	0.19037826	
Black	Dot	1886	2857	0.4	0.3037428	0.32347625	
Black	Dot	1887	2858	0.3	0.06254716	0.07477079	
Black	Dot	1888	2859	0.25	0.2251945	0.20158125	
Black	Dot	1889	2860	0.2	0.0872959	0.27947474	
Black	Dot	1890	2861	0.25	0.08415787	0.074530646	
Black	Dot	1891	2862	0.26	0.13853066	0.1954027	
Black	Dot	1892	2863	0.205	0.08895502	0.24058962	
Black	Dot	1893	2864	0.25	0.064952575	0.21971107	
Black	Dot	1894	2866	0.35	0.22207114	0.35502353	
Black	Dot	1895	2868	0.35	0.106468335	0.17431454	
Black	Dot	1896	2869	0.3	0.07125981	0.27798262	
Black	Dot	1897	2870	0.35	0.062376477	0.22137012	
Black	Dot	1898	2871	0.25	0.09171774	0.1499007	
Black	Dot	1899	2875	0.1	0.03875462	0.040915318	
Black	Dot	1900	2876	0.35	0.0481339	0.19156297	
Black	Dot	1901	2877	0.25	0.07035325	0.11857175	
Black	Dot	1902	2878	0.2	0.07955209	0.28008577	
Black	Dot	1903	2879	0.35	0.16031155	0.075615436	
Black	Dot	1904	2880	0.35	0.1335238	0.2265244	
Black	Dot	1905	2881	0.365	0.11945922	0.22330402	
Black	Dot	1906	2882	0.25	0.5243082	0.35883814	
Black	Dot	1907	2885	0.35	0.07670267	0.17671895	
Black	Dot	1908	2886	0.3	0.09637147	0.119654775	
Black	Dot	1909	2887	0.26	0.12160908	0.109282695	
Black	Dot	1910	2889	0.2	0.07656454	0.14592606	
Black	Dot	1911	2891	0.35	0.17107955	0.41246834	
Black	Dot	1912	2893	0.3	0.04071945	0.035721276	
Black	Dot	1913	2894	0.45	0.11949946	0.18428926	
Black	Dot	1914	2895	0.3	0.0643197	0.6736672	
Black	Dot	1915	2896	0.25	0.21261826	0.4396654	
Black	Dot	1916	2897	0.3	0.76644164	0.21838138	
Black	Dot	1917	2898	0.35	0.14905724	0.18575333	
Black	Dot	1918	2900	0.45	0.0811934	0.12245829	
Black	Dot	1919	2901	0.25	0.22488515	0.15596093	
