:			-	-	-	-	
Black	Dot	1458	1458	0.4	0.26550967	0.13449033	
Black	Dot	1459	1459	0.2	0.064105794	0.135894206	
Black	Dot	1460	1460	0.305	0.21521743	0.08978257	
Black	Dot	1461	1461	0.25	0.119529806	0.130470194	
Black	Dot	1462	1462	0.15	0.036681544	0.113318456	
Black	Dot	1463	1463	0.4	0.53295934	-0.13295934	
Black	Dot	1464	1464	0.25	0.1911813	0.0588187	
Black	Dot	1465	1465	0.25	0.034887347	0.215112653	
Black	Dot	1466	1466	0.2	0.10746306	0.09253694	
Black	Dot	1467	1467	0.205	0.0540228	0.1509772	
Black	Dot	1468	1468	0.3	0.026036523	0.273963477	
Black	Dot	1469	1469	0.2	0.10198603	0.09801397	
Black	Dot	1470	1470	0.2	0.70083624	-0.50083624	
Black	Dot	1471	1471	0.155	0.032171093	0.122828907	
Black	Dot	1472	1472	0.3	0.10123021	0.19876979	
Black	Dot	1473	1473	0.26	0.2449991	0.0150009	
Black	Dot	1474	1474	0.2	0.035589304	0.164410696	
Black	Dot	1475	1475	0.35	0.087303296	0.262696704	
Black	Dot	1476	1476	0.2	0.06432143	0.13567857	
Black	Dot	1477	1477	0.2	0.09345474	0.10654526	
Black	Dot	1478	1478	0.25	0.047724936	0.202275064	
Black	Dot	1479	1479	0.3	0.15021014	0.14978986	
Black	Dot	1480	1480	0.35	0.08397521	0.26602479	
Black	Dot	1481	1481	0.2	0.3252394	-0.1252394	
Black	Dot	1482	1482	0.6	0.6079781	-0.0079781	
Black	Dot	1483	1483	0.3	0.113132186	0.186867814	
Black	Dot	1484	1484	0.26	0.1830557	0.0769443	
Black	Dot	1485	1485	0.3	0.04631385	0.25368615	
Black	Dot	1486	1486	0.35	0.2851709	0.0648291	
Black	Dot	1487	1487	0.25	0.066072054	0.183927946	
Black	Dot	1488	1488	0.3	0.32156053	-0.02156053	
Black	Dot	1489	1489	0.45	0.14176108	0.30823892	
Black	Dot	1490	1490	0.25	0.12014503	0.12985497	
Black	Dot	1491	1491	0.305	0.20400916	0.10099084	
Black	Dot	1492	1492	0.35	0.08730334	0.26269666	
Black	Dot	1493	1493	0.31	0.08583896	0.22416104	
Black	Dot	1494	1494	0.25	0.06596207	0.18403793	
Black	Dot	1495	1495	0.25	0.034887347	0.215112653	
Black	Dot	1496	1496	0.3	0.026527803	0.273472197	
Black	Dot	1497	1497	0.35	0.08730334	0.26269666	
Black	Dot	1498	1498	0.305	0.0791448	0.2258552	
Black	Dot	1499	1499	0.45	0.18591386	0.26408614	
Black	Dot	1500	1500	0.3	0.026036523	0.273963477	
Black	Dot	1501	1501	0.25	0.08838083	0.16161917	
Black	Dot	1502	1502	0.555	0.2215039	0.3334961	
Black	Dot	1503	1503	0.55	0.9818121	-0.4318121	
Black	Dot	1504	1504	0.25	0.06533727	0.18466273	
Black	Dot	1505	1505	0.15	0.10631712	0.04368288	
Black	Dot	1506	1506	0.35	0.08320418	0.26679582	
Black	Dot	1507	1507	0.3	0.06612735	0.23387265	
Black	Dot	1508	1508	0.305	0.27753004	0.02746996	
Black	Dot	1509	1509	0.405	0.07117817	0.33382183	
Black	Dot	1510	1510	0.25	0.07134236	0.17865764	
Black	Dot	1511	1511	0.3	0.14112273	0.15887727	
Black	Dot	1512	1512	0.31	0.05592519	0.25407481	
Black	Dot	1513	1513	0.2	0.12329276	0.07670724	
Black	Dot	1514	1514	0.15	0.022275435	0.127724565	
Black	Dot	1515	1515	0.155	0.20223658	-0.04723658	
Black	Dot	1516	1516	0.255	0.02924566	0.22575434	
Black	Dot	1517	1517	0.1	0.03780862	0.06219138	
Black	Dot	1518	1518	0.3	0.14639558	0.15360442	
Black	Dot	1519	1519	0.35	0.17628159	0.17371841	
Black	Dot	1520	1520	0.25	0.121939614	0.128060386	
Black	Dot	1521	1521	0.25	0.117489226	0.132510774	
Black	Dot	1522	1522	0.2	0.052049372	0.147950628	
Black	Dot	1523	1523	0.25	0.08036315	0.16963685	
Black	Dot	1524	1524	0.51	0.12192331	0.38807669	
Black	Dot	1525	1525	0.3	0.11497589	0.18502411	
Black	Dot	1526	1526	0.4	0.106763385	0.293236615	
Black	Dot	1527	1527	0.5	0.040187065	0.459812935	
Black	Dot	1528	1528	0.505	0.087066434	0.417933566	
Black	Dot	1529	1529	0.25	0.115902744	0.134097256	
Black	Dot	1530	1530	0.4	0.21220091	0.18779909	
Black	Dot	1531	1531	0.35	0.22170593	0.12829407	
Black	Dot	1532	1532	0.3	0.41368222	-0.11368222	
Black	Dot	1533	1533	0.55	0.8736864	-0.3236864	
Black	Dot	1534	1534	0.25	0.12400646	0.12599354	
Black	Dot	1535	1535	0.35	0.15363175	0.19636825	
Black	Dot	1536	1536	0.4	0.011569248	0.388430752	
Black	Dot	1537	1537	0.31	0.3601617	-0.0501617	
Black	Dot	1538	1538	0.25	0.34410617	-0.09410617	
Black	Dot	1539	1539	0.25	0.07132076	0.17867924	
Black	Dot	1540	1540	0.35	0.115982786	0.234017214	
Black	Dot	1541	1541	0.46	0.17849344	0.28150656	
Black	Dot	1542	1542	0.35	0.2613514	0.0886486	
Black	Dot	1543	1543	0.9	0.9258141	-0.0258141	
Black	Dot	1544	1544	0.35	0.12263532	0.22736468	
Black	Dot	1545	1545	0.5	0.8714377	-0.3714377	
Black	Dot	1546	1546	0.3	0.22288848	0.07711152	
Black	Dot	1547	1547	0.55	0.08494326	0.46505674	
Black	Dot	1548	1548	0.35	0.0810366	0.2689634	
Black	Dot	1549	1549	0.315	0.057057675	0.257942325	
Black	Dot	1550	1550	0.45	0.49957755	-0.04957755	
Black	Dot	1551	1551	0.25	0.1409576	0.1090424	
Black	Dot	1552	1552	0.4	0.08730334	0.31269666	
Black	Dot	1553	1553	0.35	0.08730334	0.26269666	
Black	Dot	1554	1554	0.35	0.08730334	0.26269666	
Black	Dot	1555	1555	0.55	0.93330836	-0.38330836	
Black	Dot	1556	1556	0.3	0.12280687	0.17719313	
Black	Dot	1557	1557	0.3	0.022018269	0.277981731	
Black	Dot	1558	1558	0.35	0.04303506	0.30696494	
Black	Dot	1559	1559	0.255	0.16626477	0.08873523	
Black	Dot	1560	1560	0.65	0.9332384	-0.2832384	
Black	Dot	1561	1561	0.3	0.226896	0.073104	
Black	Dot	1562	1562	0.45	0.06644317	0.38355683	
Black	Dot	1563	1563	0.355	0.65696067	-0.30196067	
Black	Dot	1564	1564	0.25	0.11720122	0.13279878	
Black	Dot	1565	1565	0.45	0.042714845	0.407285155	
Black	Dot	1566	1566	0.35	0.079457305	0.270542695	
Black	Dot	1567	1567	0.25	0.18810728	0.06189272	
Black	Dot	1568	1568	0.4	0.09220601	0.30779399	
Black	Dot	1569	1569	0.4	0.08730334	0.31269666	
Black	Dot	1570	1570	0.35	0.04821843	0.30178157	
Black	Dot	1571	1571	0.3	0.0660563	0.2339437	
Black	Dot	1572	1572	0.25	0.047982126	0.202017874	
Black	Dot	1573	1573	0.25	0.11914968	0.13085032	
Black	Dot	1574	1574	0.35	0.1257619	0.2242381	
Black	Dot	1575	1575	0.7	0.91045284	-0.21045284	
Black	Dot	1576	1576	0.5	0.120227814	0.379772186	
Black	Dot	1577	1577	0.3	0.11949138	0.18050862	
Black	Dot	1578	1578	0.25	0.05600485	0.19399515	
Black	Dot	1579	1579	0.4	0.08730334	0.31269666	
Black	Dot	1580	1580	0.3	0.14211334	0.15788666	
Black	Dot	1581	1581	0.6	0.15258242	0.44741758	
Black	Dot	1582	1582	0.405	0.068481565	0.336518435	
Black	Dot	1583	1583	0.25	0.015209151	0.234790849	
Black	Dot	1584	1584	0.4	0.19252308	0.20747692	
Black	Dot	1585	1585	0.5	0.76124513	-0.26124513	
Black	Dot	1586	1586	0.31	0.18254103	0.12745897	
Black	Dot	1587	1587	0.25	0.1530374	0.0969626	
Black	Dot	1588	1588	0.25	0.12413449	0.12586551	
Black	Dot	1589	1589	0.3	0.043956775	0.256043225	
Black	Dot	1590	1590	0.35	0.50238204	-0.15238204	
Black	Dot	1591	1591	0.25	0.120640054	0.129359946	
Black	Dot	1592	1592	0.25	0.46589994	-0.21589994	
Black	Dot	1593	1593	0.2	0.06272048	0.13727952	
Black	Dot	1594	1594	0.255	0.19937181	0.05562819	
Black	Dot	1595	1595	0.25	0.068711646	0.181288354	
Black	Dot	1596	1596	0.3	0.23371027	0.06628973	
Black	Dot	1597	1597	0.3	0.27067417	0.02932583	
Black	Dot	1598	1598	0.3	0.8723751	-0.5723751	
Black	Dot	1599	1599	0.46	0.20017453	0.25982547	
Black	Dot	1600	1600	0.2	0.09280093	0.10719907	
Black	Dot	1601	1601	0.2	0.14300399	0.05699601	
Black	Dot	1602	1602	0.35	0.8028341	-0.4528341	
Black	Dot	1603	1603	0.26	0.06500553	0.19499447	
Black	Dot	1604	1604	0.45	0.25804502	0.19195498	
Black	Dot	1605	1605	0.45	0.11529576	0.33470424	
Black	Dot	1606	1606	0.35	0.050756067	0.299243933	
Black	Dot	1607	1607	0.2	0.087303296	0.112696704	
Black	Dot	1608	1608	0.25	0.14222477	0.10777523	
Black	Dot	1609	1609	0.41	0.047691	0.362309	
Black	Dot	1610	1610	0.2	0.14855959	0.05144041	
Black	Dot	1611	1611	0.3	0.071355045	0.228644955	
Black	Dot	1612	1612	0.255	0.38712284	-0.13212284	
Black	Dot	1613	1613	0.305	0.040217515	0.264782485	
Black	Dot	1614	1614	0.3	0.21126767	0.08873233	
Black	Dot	1615	1615	0.25	0.16923738	0.08076262	
Black	Dot	1616	1616	0.3	0.17743254	0.12256746	
Black	Dot	1617	1617	0.4	0.18754792	0.21245208	
Black	Dot	1618	1618	0.25	0.063913815	0.186086185	
Black	Dot	1619	1619	0.15	0.009656524	0.140343476	
Black	Dot	1620	1620	0.26	0.055407733	0.204592267	
Black	Dot	1621	1621	0.2	0.035971608	0.164028392	
Black	Dot	1622	1622	0.45	0.66553557	-0.21553557	
Black	Dot	1623	1623	0.25	0.08730334	0.16269666	
Black	Dot	1624	1624	0.45	0.3667044	0.0832956	
Black	Dot	1625	1625	0.3	0.11753939	0.18246061	
Black	Dot	1626	1626	0.3	0.22447234	0.07552766	
Black	Dot	1627	1627	0.51	0.90813	-0.39813	
Black	Dot	1628	1628	0.35	0.6193424	-0.2693424	
Black	Dot	1629	1629	0.3	0.11865828	0.18134172	
Black	Dot	1630	1630	0.21	0.08099897	0.12900103	
Black	Dot	1631	1631	0.205	0.03822016	0.16677984	
Black	Dot	1632	1632	0.215	0.024512202	0.190487798	
Black	Dot	1633	1633	0.25	0.36490175	-0.11490175	
Black	Dot	1634	1634	0.25	0.22562748	0.02437252	
Black	Dot	1635	1635	0.305	0.035722584	0.269277416	
Black	Dot	1636	1636	0.35	0.04874561	0.30125439	
Black	Dot	1637	1637	0.35	0.04085215	0.30914785	
Black	Dot	1638	1638	0.3	0.034887347	0.265112653	
Black	Dot	1639	1639	0.365	0.233318	0.131682	
Black	Dot	1640	1640	0.35	0.08971676	0.26028324	
Black	Dot	1641	1641	0.3	0.1890171	0.1109829	
Black	Dot	1642	1642	0.3	0.19680855	0.10319145	
Black	Dot	1643	1643	0.3	0.073211804	0.226788196	
Black	Dot	1644	1644	0.25	0.09142829	0.15857171	
Black	Dot	1645	1645	0.3	0.041938696	0.258061304	
Black	Dot	1646	1646	0.35	0.12119973	0.22880027	
Black	Dot	1647	1647	0.3	0.021283982	0.278716018	
Black	Dot	1648	1648	0.25	0.060483906	0.189516094	
Black	Dot	1649	1649	0.45	0.93206835	-0.48206835	
Black	Dot	1650	1650	0.4	0.20613807	0.19386193	
Black	Dot	1651	1651	0.3	0.068587996	0.231412004	
Black	Dot	1652	1652	0.255	0.6859132	-0.4309132	
Black	Dot	1653	1653	0.305	0.12265586	0.18234414	
Black	Dot	1654	1654	0.355	0.090440154	0.264559846	
Black	Dot	1655	1655	0.255	0.10414565	0.15085435	
Black	Dot	1656	1656	0.315	0.066770926	0.248229074	
Black	Dot	1657	1657	0.4	0.13828474	0.26171526	
Black	Dot	1658	1658	0.45	0.15770735	0.29229265	
Black	Dot	1659	1659	0.26	0.1681463	0.0918537	
Black	Dot	1660	1660	0.3	0.064851806	0.235148194	
Black	Dot	1661	1661	0.35	0.12410774	0.22589226	
Black	Dot	1662	1662	0.45	0.11945916	0.33054084	
Black	Dot	1663	1663	0.3	0.2582334	0.0417666	
Black	Dot	1664	1664	0.4	0.1956494	0.2043506	
Black	Dot	1665	1665	0.35	0.5129554	-0.1629554	
Black	Dot	1666	1666	0.365	0.24637847	0.11862153	
Black	Dot	1667	1667	0.3	0.028757643	0.271242357	
Black	Dot	1668	1668	0.25	0.36367756	-0.11367756	
Black	Dot	1669	1669	0.305	0.9482129	-0.6432129	
Black	Dot	1670	1670	0.3	0.17953008	0.12046992	
Black	Dot	1671	1671	0.3	0.277304	0.022696	
Black	Dot	1672	1672	0.3	0.051301565	0.248698435	
Black	Dot	1673	1673	0.3	0.19298866	0.10701134	
Black	Dot	1674	1674	0.25	0.5328448	-0.2828448	
Black	Dot	1675	1675	0.25	0.07541029	0.17458971	
Black	Dot	1676	1676	0.35	0.30801818	0.04198182	
Black	Dot	1677	1677	0.35	0.025224227	0.324775773	
Black	Dot	1678	1678	0.35	0.017009743	0.332990257	
Black	Dot	1679	1679	0.3	0.042550407	0.257449593	
Black	Dot	1680	1680	0.35	0.07178683	0.27821317	
Black	Dot	1681	1681	0.31	0.03153521	0.27846479	
Black	Dot	1682	1682	0.25	0.09905641	0.15094359	
Black	Dot	1683	1683	0.4	0.020415654	0.379584346	
Black	Dot	1684	1684	0.45	0.10893094	0.34106906	
Black	Dot	1685	1685	0.3	0.066370636	0.233629364	
Black	Dot	1686	1686	0.25	0.036536686	0.213463314	
Black	Dot	1687	1687	0.305	0.041198615	0.263801385	
Black	Dot	1688	1688	0.35	0.02928008	0.32071992	
Black	Dot	1689	1689	0.45	0.32129973	0.12870027	
Black	Dot	1690	1690	0.75	0.5007227	0.2492773	
Black	Dot	1691	1691	0.25	0.06710181	0.18289819	
Black	Dot	1692	1692	0.5	0.7143426	-0.2143426	
Black	Dot	1693	1693	0.36	0.37137824	-0.01137824	
Black	Dot	1694	1694	0.255	0.064851806	0.190148194	
Black	Dot	1695	1695	0.405	0.08926882	0.31573118	
Black	Dot	1696	1696	0.45	0.21078157	0.23921843	
Black	Dot	1697	1697	0.45	0.17074654	0.27925346	
Black	Dot	1698	1698	0.3	0.26607573	0.03392427	
Black	Dot	1699	1699	0.305	0.121897995	0.183102005	
Black	Dot	1700	1700	0.2	0.035505846	0.164494154	
Black	Dot	1701	1701	0.25	0.06611903	0.18388097	
Black	Dot	1702	1702	0.4	0.1057234	0.2942766	
Black	Dot	1703	1703	0.35	0.13285448	0.21714552	
Black	Dot	1704	1704	0.4	0.11043977	0.28956023	
Black	Dot	1705	1705	0.25	0.12258115	0.12741885	
Black	Dot	1706	1706	0.36	0.20147713	0.15852287	
Black	Dot	1707	1707	0.25	0.074691646	0.175308354	
Black	Dot	1708	1708	0.3	0.5358818	-0.2358818	
Black	Dot	1709	1709	0.35	0.0747523	0.2752477	
Black	Dot	1710	1710	0.25	0.035659503	0.214340497	
Black	Dot	1711	1711	0.255	0.7143426	-0.4593426	
Black	Dot	1712	1712	0.365	0.37843937	-0.01343937	
Black	Dot	1713	1713	0.46	0.933391	-0.473391	
Black	Dot	1714	1714	0.26	0.16249138	0.09750862	
Black	Dot	1715	1715	0.35	0.05173597	0.29826403	
Black	Dot	1716	1716	0.5	0.23520847	0.26479153	
Black	Dot	1717	1717	0.25	0.02495738	0.22504262	
Black	Dot	1718	1718	0.3	0.048020463	0.251979537	
Black	Dot	1719	1719	0.31	0.40760073	-0.09760073	
Black	Dot	1720	1720	0.3	0.1760288	0.1239712	
Black	Dot	1721	1721	0.4	0.24056926	0.15943074	
Black	Dot	1722	1722	0.3	0.22727357	0.07272643	
Black	Dot	1723	1723	0.4	0.121233776	0.278766224	
Black	Dot	1724	1724	0.95	0.968046	-0.018046	
Black	Dot	1725	1725	0.65	0.9273018	-0.2773018	
Black	Dot	1726	1726	0.9	0.89553	0.00447	
Black	Dot	1727	1727	0.5	0.09629383	0.40370617	
Black	Dot	1728	1728	0.45	0.024452752	0.425547248	
Black	Dot	1729	1729	0.4	0.32164624	0.07835376	
Black	Dot	1730	1730	0.205	0.05977461	0.14522539	
Black	Dot	1731	1731	0.25	0.047778636	0.202221364	
Black	Dot	1732	1732	0.1	0.0642044	0.0357956	
Black	Dot	1733	1733	0.25	0.15098181	0.09901819	
Black	Dot	1734	1734	0.305	0.16210943	0.14289057	
Black	Dot	1735	1735	0.55	0.08730334	0.46269666	
Black	Dot	1736	1736	0.37	0.07152453	0.29847547	
Black	Dot	1737	1737	0.4	0.07060686	0.32939314	
Black	Dot	1738	1738	0.265	0.24719608	0.01780392	
Black	Dot	1739	1739	0.455	0.06211579	0.39288421	
Black	Dot	1740	1740	0.355	0.63216317	-0.27716317	
Black	Dot	1741	1741	0.315	0.48507538	-0.17007538	
Black	Dot	1742	1742	0.515	0.5258739	-0.0108739	
Black	Dot	1743	1743	0.2	0.06884324	0.13115676	
Black	Dot	1744	1744	0.45	0.08730334	0.36269666	
Black	Dot	1745	1745	0.45	0.54790086	-0.09790086	
Black	Dot	1746	1746	0.155	0.028059706	0.126940294	
Black	Dot	1747	1747	0.4	0.21335688	0.18664312	
Black	Dot	1748	1748	0.35	0.096058495	0.253941505	
Black	Dot	1749	1749	0.95	0.986102	-0.036102	
Black	Dot	1750	1750	0.9	0.9125116	-0.0125116	
Black	Dot	1751	1751	0.205	0.04707917	0.15792083	
Black	Dot	1752	1752	0.305	0.21004464	0.09495536	
Black	Dot	1753	1753	0.405	0.09197103	0.31302897	
Black	Dot	1754	1754	0.45	0.28128782	0.16871218	
Black	Dot	1755	1755	0.3	0.060879998	0.239120002	
Black	Dot	1756	1756	0.35	0.06799797	0.28200203	
Black	Dot	1757	1757	0.4	0.1884905	0.2115095	
Black	Dot	1758	1758	0.305	0.1220003	0.1829997	
Black	Dot	1759	1759	0.265	0.06813691	0.19686309	
Black	Dot	1760	1760	0.42	0.28223312	0.13776688	
Black	Dot	1761	1761	0.3	0.08940965	0.21059035	
Black	Dot	1762	1762	0.35	0.38860273	-0.03860273	
Black	Dot	1763	1763	0.405	0.20562	0.19938	
Black	Dot	1764	1764	0.35	0.07026146	0.27973854	
Black	Dot	1765	1765	0.41	0.22681363	0.18318637	
Black	Dot	1766	1766	0.45	0.22602633	0.22397367	
Black	Dot	1767	1767	0.355	0.120631225	0.234368775	
Black	Dot	1768	1768	0.35	0.023628818	0.326371182	
Black	Dot	1769	1769	0.255	0.033109892	0.221890108	
Black	Dot	1770	1770	0.3	0.8656178	-0.5656178	
Black	Dot	1771	1771	0.2	0.054702763	0.145297237	
Black	Dot	1772	1772	0.26	0.116499886	0.143500114	
Black	Dot	1773	1773	0.25	0.18736118	0.06263882	
Black	Dot	1774	1774	0.3	0.010866936	0.289133064	
Black	Dot	1775	1775	0.35	0.12445801	0.22554199	
Black	Dot	1776	1776	0.3	0.08493982	0.21506018	
Black	Dot	1777	1777	0.5	0.05143368	0.44856632	
Black	Dot	1778	1778	0.35	0.08110085	0.26889915	
Black	Dot	1779	1779	0.3	0.20147713	0.09852287	
Black	Dot	1780	1780	0.3	0.06212157	0.23787843	
Black	Dot	1781	1781	0.5	0.072054334	0.427945666	
Black	Dot	1782	1782	0.3	0.83203053	-0.53203053	
Black	Dot	1783	1783	0.3	0.066838704	0.233161296	
Black	Dot	1784	1784	0.3	0.030026024	0.269973976	
Black	Dot	1785	1785	0.3	0.09530198	0.20469802	
Black	Dot	1786	1786	0.41	0.051930208	0.358069792	
Black	Dot	1787	1787	0.35	0.23348254	0.11651746	
Black	Dot	1788	1788	0.4	0.098303996	0.301696004	
Black	Dot	1789	1789	0.25	0.08730334	0.16269666	
Black	Dot	1790	1790	0.4	0.035046566	0.364953434	
Black	Dot	1791	1791	0.255	0.041419704	0.213580296	
Black	Dot	1792	1792	0.8	0.91375494	-0.11375494	
Black	Dot	1793	1793	0.45	0.9658244	-0.5158244	
Black	Dot	1794	1794	0.25	0.10767976	0.14232024	
Black	Dot	1795	1795	0.205	0.025726838	0.179273162	
Black	Dot	1796	1796	0.95	0.92703164	0.02296836	
Black	Dot	1797	1797	0.3	0.46589994	-0.16589994	
Black	Dot	1798	1798	0.21	0.19945303	0.01054697	
Black	Dot	1799	1799	0.605	0.8839944	-0.2789944	
Black	Dot	1800	1800	0.35	0.17529821	0.17470179	
Black	Dot	1801	1801	0.3	0.12409677	0.17590323	
Black	Dot	1802	1802	0.35	0.08274218	0.26725782	
Black	Dot	1803	1803	0.3	0.10247641	0.19752359	
Black	Dot	1804	1804	0.45	0.296007	0.153993	
Black	Dot	1805	1805	0.35	0.55059594	-0.20059594	
Black	Dot	1806	1806	0.4	0.0651224	0.3348776	
Black	Dot	1807	1807	0.255	0.12315924	0.13184076	
Black	Dot	1808	1808	0.305	0.071559556	0.233440444	
Black	Dot	1809	1809	0.3	0.15230136	0.14769864	
Black	Dot	1810	1810	0.35	0.36269847	-0.01269847	
Black	Dot	1811	1811	0.3	0.15974922	0.14025078	
Black	Dot	1812	1812	0.31	0.29634655	0.01365345	
Black	Dot	1813	1813	0.15	0.06721237	0.08278763	
Black	Dot	1814	1814	0.1	0.07340112	0.02659888	
Black	Dot	1815	1815	0.3	0.07176149	0.22823851	
Black	Dot	1816	1816	0.305	0.9511538	-0.6461538	
Black	Dot	1817	1817	0.25	0.069593444	0.180406556	
Black	Dot	1818	1818	0.2	0.316483	-0.116483	
Black	Dot	1819	1819	0.51	0.83785176	-0.32785176	
Black	Dot	1820	1820	0.26	0.025288472	0.234711528	
Black	Dot	1821	1821	0.3	0.23275982	0.06724018	
Black	Dot	1822	1822	0.35	0.097858265	0.252141735	
Black	Dot	1823	1823	0.55	0.22472553	0.32527447	
Black	Dot	1824	1824	0.4	0.051384483	0.348615517	
Black	Dot	1825	1825	0.35	0.12400513	0.22599487	
Black	Dot	1826	1826	0.45	0.08730334	0.36269666	
Black	Dot	1827	1827	0.35	0.2686204	0.0813796	
Black	Dot	1828	1828	0.5	0.83785176	-0.33785176	
Black	Dot	1829	1829	0.25	0.10651109	0.14348891	
Black	Dot	1830	1830	0.26	0.0892353	0.1707647	
Black	Dot	1831	1831	0.615	0.63866794	-0.02366794	
Black	Dot	1832	1832	0.3	0.05622934	0.24377066	
Black	Dot	1833	1833	0.31	0.07430682	0.23569318	
Black	Dot	1834	1834	0.25	0.20336767	0.04663233	
Black	Dot	1835	1835	0.26	0.080931716	0.179068284	
Black	Dot	1836	1836	0.31	0.11407246	0.19592754	
Black	Dot	1837	1837	0.31	0.015579703	0.294420297	
Black	Dot	1838	1838	0.315	0.14881925	0.16618075	
Black	Dot	1839	1839	0.25	0.13671091	0.11328909	
Black	Dot	1840	1840	0.4	0.06885709	0.33114291	
Black	Dot	1841	1841	0.4	0.084854856	0.315145144	
Black	Dot	1842	1842	0.2	0.23315775	-0.03315775	
Black	Dot	1843	1843	0.25	0.025241101	0.224758899	
Black	Dot	1844	1844	0.255	0.32283506	-0.06783506	
Black	Dot	1845	1845	0.31	0.09423686	0.21576314	
Black	Dot	1846	1846	0.3	0.101981916	0.198018084	
Black	Dot	1847	1847	0.25	0.02421983	0.22578017	
Black	Dot	1848	1848	0.26	0.06491364	0.19508636	
Black	Dot	1849	1849	0.2	0.035475995	0.164524005	
Black	Dot	1850	1850	0.355	0.04864476	0.30635524	
Black	Dot	1851	1851	0.4	0.37799552	0.02200448	
Black	Dot	1852	1852	0.505	0.92337465	-0.41837465	
Black	Dot	1853	1853	0.3	0.0694096	0.2305904	
Black	Dot	1854	1854	0.3	0.027333211	0.272666789	
Black	Dot	1855	1855	0.2	0.11167088	0.08832912	
Black	Dot	1856	1856	0.45	0.42846182	0.02153818	
Black	Dot	1857	1857	0.205	0.07651955	0.12848045	
Black	Dot	1858	1858	0.2	0.22984232	-0.02984232	
Black	Dot	1859	1859	0.2	0.045907155	0.154092845	
Black	Dot	1860	1860	0.27	0.21736962	0.05263038	
Black	Dot	1861	1861	0.2	0.3747937	-0.1747937	
Black	Dot	1862	1862	0.2	0.27896425	-0.07896425	
Black	Dot	1863	1863	0.25	0.22760467	0.02239533	
Black	Dot	1864	1864	0.31	0.37414765	-0.06414765	
Black	Dot	1865	1865	0.205	0.13908508	0.06591492	
Black	Dot	1866	1866	0.2	0.05396675	0.14603325	
Black	Dot	1867	1867	0.26	0.1281917	0.1318083	
Black	Dot	1868	1868	0.305	0.10717253	0.19782747	
Black	Dot	1869	1869	0.2	0.03408317	0.16591683	
Black	Dot	1870	1870	0.35	0.057392053	0.292607947	
Black	Dot	1871	1871	0.4	0.2058674	0.1941326	
Black	Dot	1872	1872	0.3	0.19252308	0.10747692	
Black	Dot	1873	1873	0.35	0.048761778	0.301238222	
Black	Dot	1874	1874	0.2	0.07888867	0.12111133	
Black	Dot	1875	1875	0.25	0.2814648	-0.0314648	
Black	Dot	1876	1876	0.26	0.21602495	0.04397505	
Black	Dot	1877	1877	0.4	0.2053542	0.1946458	
Black	Dot	1878	1878	0.255	0.037678927	0.217321073	
Black	Dot	1879	1879	0.25	0.04567477	0.20432523	
Black	Dot	1880	1880	0.255	0.08722406	0.16777594	
Black	Dot	1881	1881	0.255	0.0656109	0.1893891	
Black	Dot	1882	1882	0.355	0.11066359	0.24433641	
Black	Dot	1883	1883	0.25	0.6190957	-0.3690957	
Black	Dot	1884	1884	0.31	0.116641566	0.193358434	
Black	Dot	1885	1885	0.45	0.051363654	0.398636346	
Black	Dot	1886	1886	0.25	0.11649872	0.13350128	
Black	Dot	1887	1887	0.25	0.22848822	0.02151178	
Black	Dot	1888	1888	0.25	0.018482447	0.231517553	
Black	Dot	1889	1889	0.205	0.048565388	0.156434612	
Black	Dot	1890	1890	0.41	0.4821839	-0.0721839	
Black	Dot	1891	1891	0.315	0.2956207	0.0193793	
Black	Dot	1892	1892	0.25	0.1956309	0.0543691	
Black	Dot	1893	1893	0.35	0.1853195	0.1646805	
Black	Dot	1894	1894	0.3	0.1853195	0.1146805	
Black	Dot	1895	1895	0.26	0.1223048	0.1376952	
Black	Dot	1896	1896	0.305	0.064101376	0.240898624	
Black	Dot	1897	1897	0.35	0.24351697	0.10648303	
Black	Dot	1898	1898	0.26	0.22738662	0.03261338	
Black	Dot	1899	1899	0.3	0.04999865	0.25000135	
Black	Dot	1900	1900	0.2	0.061776493	0.138223507	
Black	Dot	1901	1901	0.25	0.12322059	0.12677941	
Black	Dot	1902	1902	0.2	0.07218563	0.12781437	
Black	Dot	1903	1903	0.25	0.10167784	0.14832216	
Black	Dot	1904	1904	0.26	0.10777147	0.15222853	
Black	Dot	1905	1905	0.2	0.046699636	0.153300364	
Black	Dot	1906	1906	0.16	0.11375103	0.04624897	
Black	Dot	1907	1907	0.2	0.61917746	-0.41917746	
Black	Dot	1908	1908	0.31	0.26455176	0.04544824	
Black	Dot	1909	1909	0.35	0.9665591	-0.6165591	
Black	Dot	1910	1910	0.365	0.17566061	0.18933939	
Black	Dot	1911	1911	0.31	0.117157616	0.192842384	
Black	Dot	1912	1912	0.2	0.050668385	0.149331615	
Black	Dot	1913	1913	0.16	0.1719632	-0.0119632	
Black	Dot	1914	1914	0.3	0.091433175	0.208566825	
Black	Dot	1915	1915	0.4	0.11833482	0.28166518	
Black	Dot	1916	1916	0.3	0.07785609	0.22214391	
Black	Dot	1917	1917	0.45	0.085635304	0.364364696	
Black	Dot	1918	1918	0.4	0.026102835	0.373897165	
Black	Dot	1919	1919	0.45	0.0898776	0.3601224	
Black	Dot	1920	1920	0.31	0.2360508	0.0739492	
Black	Dot	1921	1921	0.255	0.25221145	0.00278855	
